content,score,at
trimakasih atas acc semoga bermanfaat buat saya,4,2019-03-09
pen komentar apa lagi semua komen pada extrime ngeri gua nyimak lagi akhh ending gimana,1,2019-03-09
saya upload foto kok bisa tlong dibantu,3,2019-03-09
mantap ribet recomended banget makasih shopintar tingkatkan terus,5,2019-03-09
 susah masuk pas pengajuannya padahal sinyal manteng,3,2019-03-09
data sudah lengkap tinggal masuk rek gak bisa gak jelass app ini,1,2019-03-09
shopintar mudah syaratnya hanya beberapa jam langsung disetujui,5,2019-03-09
saya suka bgt blnja dsini apa kredit gampang banget,5,2019-03-09
belum berpengalaman baru mau coba mudahan mantul,5,2019-03-09
pengajuan saya kenapa ditolak padahal saya sudah kasih data lengkap knpa,1,2019-03-08
payah gabisa unggah informasi padahal jaringan bagus,1,2019-03-08
daftar aja susah amat request time out,1,2019-03-08
Pelayanan baik kemudahan kredit barang perlu ditambah jenis barang agar lebih banyak pilihan,5,2019-03-08
blm apa dah ditolak terus males klo kyk gni gimana banyak pelanggan,1,2019-03-08
tolong hapus data saya karena saya gak mau kena tipu,1,2019-03-08
tolong hapus data saya tidak jadi saya gak mau kena tipu,1,2019-03-08
Mantab nih disaat aplikasi lain prosesnya sedikit ribet shopintar hadir menjawab kebutuhan saya terimakasih,5,2019-03-08
sekali daftar langsung acc trima kasih shopintar,5,2019-03-08
jooss dah tapi kurang lengkap helm aja sedikit bgt saya lagi nyari helm nih,5,2019-03-08
coba dulu deh klo nanti klo ribet aku tambahin,4,2019-03-08
kasi bintang trs biar cpt acc pinjaman saya,5,2019-03-08
 pernah setujui trus minta coba lagi bulan kali payaah,1,2019-03-08
Saya akan coba dulu kalau ACC akan saya tambah bintang dan saya promote teman,3,2019-03-08
ngajuin kredit gak pernah acc itu kenapa min tolong bantu,1,2019-03-08
Coba dulu puas tak kasi bintang lima,4,2019-03-08
apk bagus untuk kredit habdphone tnpa kartu kredit,5,2019-03-08
 males buka aplikasi ini lagi baru sehari aja telat bayar bisa ngeredit lagi,5,2019-03-08
saya beli barang udh hari barang blm sampai udh ada pemberitahuan sampai,1,2019-03-08
pinjaman tertera tpi bisa pinjam cuma gmna nih,4,2019-03-08
Nunggu Setujuin dari bulan maren ahir bulan ini berhasill joss,4,2019-03-08
aneh nomer rekening mandiri jelas tapi tidak terdaftar aplikasi kurang pintar,1,2019-03-08
saya senang dengan ada aplikasih ini kerena sangat membantu saya,5,2019-03-08
Aplikasi bagus bukan tipuan bunga cukup ringan barang berkualitas hanya saja barang masih kurang lenhkap,5,2019-03-08
Kalo bagus mudah dan cepat gue tambahin bintang nya,1,2019-03-08
mantap shopintar kalau bisa tambah lagi voucher potongan layanannya semoga tambah jaya,5,2019-03-08
bagaimana cara ganti pembayaran dari BNI virtualaccount BCA,3,2019-03-08
mantap aplikasinya ambil cicilan proses cepat hari nyampek,5,2019-03-08
baru saya mau coba mudahhan acc dengan shopintar amiin,5,2019-03-08
aplikasi kok susah buat upload photo ktp mhon info nya,5,2019-03-08
JNGAN ISI GOPAY SENILAI GAK BKAL MSK,1,2019-03-08
ajun kredit disini ehh besoknya banyak sms nawarin pinjeman aplikasi kagak jelas jangan dowonlod,1,2019-03-08
persetujuan aplikasi ini maksimal jam tapi belum jam pengajuan saya sudah ACC terima kasih SHOPINTAR,5,2019-03-08
maju terus kiranya semakin baik pelayanan nya,5,2019-03-08
ngga ribet kaya sebelah langsung approve keren,5,2019-03-08
nanti kasih bibtang ini coba dulu ajh,3,2019-03-08
saya susah masuk lagi tolong pandu lagi,5,2019-03-08
bagi saya aplikasi Ini sangat membantu sekali dlm Bisnis saya good,5,2019-03-08
sip sangat membantu wlwpun yang pertana ditolak bulan berikutnya dibacc,5,2019-03-07
nomer satuu mantuL cepat approve sama sprti akulaku best shopintar,5,2019-03-07
alhamdulilah ini aplikasih selalu membantu rekomend banget pokok buat teman,5,2019-03-07
aplikasi aneh tlong hapus data nanti disalahgunakan pengajuan ditolak bnyk member kecewa,1,2019-03-07
 dlu koq masuknya susah bgt conection eror trus mohon infonya solusinya gimana,4,2019-03-07
sudah melakukan pengajuan limit taunya malah tolak pdhl data semuanya lengkap huhu,2,2019-03-07
semoga aplikasi ini memberikan kemudahan dgn bunga cukup rendah,5,2019-03-07
banke bisa udh daftar bener malah ada konformasi bangke jelass bikin kesel,1,2019-03-07
kenapa udh saya update bisa masuk mau bayar jadi gimana nih,1,2019-03-07
sama saya juga begitu ini beneran apa gimana,5,2019-03-07
kenapa selalu tolak aku kasih satu bintang dulu karna lom memuas kan,1,2019-03-07
coba dulu klo oke tambah bintang lagi,4,2019-03-07
knpa data udah lngkap data saya dtolak knpa apa cma bohongaan ini kecewa,1,2019-03-07
Mantap sekali kurang dari jam acc langsung dapet Limit Top lah,5,2019-03-07
bagus membantu sekali cepat cair makasih shopintar,5,2019-03-07
dah install trima registrasinya Mending unistal ajah Buat download klo boleh daftar,1,2019-03-07
sangat membntu tenor pnjang tpi sayang limit kurang besar,3,2019-03-07
minjam shopintar gaada detik uang langsung masuk rekening,5,2019-03-07
dua bintang dulu kalo bagus tambah lagi,2,2019-03-07
mantap mudah mudahan menjadi tambah maju dan pelayanan memuaskan,5,2019-03-07
bagus banget aplikasi shopintar makasih udh bantu dalam kesulitan dan mudah bnget,5,2019-03-07
pinjam langsung acc uang masuk rek mantap,5,2019-03-07
Sampai saat ini tidak ada kendala utk pinjamannya saat lunaskan langsung bisa ajukan kembali,4,2019-03-07
terima kasih shopintar daftar langsung acc smoga depannya ada kendala,5,2019-03-07
apakah saya bisa mengajukan pinjaman modal buat usaha,5,2019-03-07
huhuhu suruh foto ktp pas udh foto bisa connect jugaa heraan berkali coba,1,2019-03-07
saya sudah acc limit juta cara untuk klaim gmn,1,2019-03-07
ngebantuu banget ini aplikasii klo lagii susah keuangan thanks yaa,5,2019-03-07
knp daftar agak susah mohon pencerahan dan bantuan nya,4,2019-03-07
pembayaran apa tidak bisa melalui via indomaret mini market lainnya ,3,2019-03-07
saya kasih bintang semoga pengajuan saya dapat acc butuh dana soalnya,5,2019-03-07
Alhamdulillah sangat membantu dan tidak terlalu berat bunganya jangka waktu juga sesuai tanggal gajian,5,2019-03-06
gak bisa top gopay ato ovo dgn nomor berbeda knp yach kmrn bisa,2,2019-03-06
semoga shopintar sukses dan berkembang serta bermanfaat,5,2019-03-06
pengajuan pinjaman pertama langsung cepat cair dua kok nunggu semoga masih selalu bisa membantu,5,2019-03-06
kok saya bisa dapet limit kredit gimana cara untuk dapetin limit kridit nya,1,2019-03-06
Sekecil Apapun Impinmu Akan Menjadi Besar itu NYATA Jika Pembayaran Angsuran Cicilanmu TEPAT WAKT,5,2019-03-06
baru dsini doank gak acc smua aplikasi acc cuma dsini aja gak dacc wkwkwkwkwkwkwkwk,1,2019-03-06
susah bmgt untuk masukin rekening juga tolong dong eror trs,3,2019-03-06
saya daftar kenapa tolak padahal isi data sudah lengkap semua tolong bantuan nya,1,2019-03-06
rumit susah cuma PHP harga barang juga mahal masuknya pun juga mahal,1,2019-03-06
 aja dulu Masih mencoba coba Kalo bagus bisa ,4,2019-03-06
mantul bangetss bayar tepat waktu level lgsg naikk sukakk bangets,5,2019-03-06
mantapp banget sukses shopintarr smg limitki ditambahh selallu,5,2019-03-06
sangat membantu semoga nnti pinjaman bisa acc lagi ,5,2019-03-06
aplikasi penipu cuma butuh data member aja pengajuan kredit selalu gagal aplikasi asu,1,2019-03-06
kurang bagus nih aplikasi apa lngsung ditolak,1,2019-03-06
udah beberapa kali mengajukan pinjaman syrat jga udh bner ttp aja stujui,2,2019-03-06
Klo mau bayar alfa ada menu alfa,3,2019-03-06
mantap cuman beberapa menit langsung acc mksh shopintar,4,2019-03-06
stuck pengajuan ktp masa jalan cmn ktp kefoto doank gmn ,3,2019-03-06
keamanan konsumen nggak diperhatikan ada disms berbagai macam pinjaman,1,2019-03-06
saya suka cara mengingatkannya yang ramah dan sopan good buat shopintar,5,2019-03-06
gak jelas mending gak usa donlowd alpilakasi ini bikin omosi,1,2019-03-06
applikasi sangat membantu ksh bintang mdh acc sukses trus shoppe,5,2019-03-06
gilaa bunganya Gede untung cuman Liat aja,1,2019-03-06
klo bisa bayar via indomaret juga lebih mantap lagi nih min,5,2019-03-06
kenapa akun saya tidak bisa bukak saya mau bayar,2,2019-03-06
aplikasinya masih lemot unggah photo ktp aja susah,1,2019-03-06
saya menyukai apk ini dgn mudah kita belanja asal jgn telat anternya,4,2019-03-06
apk gak jelas mau keridit harus minjem duit dulu mesen udah lama gak direspound respound,1,2019-03-06
mantapp nihh makin banyak linknya makin banyak lagii limitnya aplikasi bukan kaleng gan,5,2019-03-06
mantap proses cepat dan mudah mudahan cepat berkembang dan jadi fintech terbesar nantinya,5,2019-03-06
ngga jelas meminta foto ktp foto jawaban Aneh matikan sistem menggunakan kamera,2,2019-03-06
saya baru daftar semoga bisa acc oleh pihak shopintar,3,2019-03-06
knapa masuk padahal data udah lengkap saya aplod slalu gagal gmna ,3,2019-03-06
sudah transfer tunai untuk pembelian tapi tidak ada keterangan lebih lanjut,1,2019-03-06
Pekerjaanku instrucktor senam Ternyata ajukan pnjaman krn hrs org kntoran hadehh lbh baik download,2,2019-03-06
 tidak membeberkan faktor apa yang membuat saya tolak atas nama ALGHIFARI,1,2019-03-06
saya hanya ingin mencoba apakah aplikasi ini sangat baik untuk pelayanannya,5,2019-03-05
aku baru prtma Kali pengajuan pngjuan pinjaman duit tolak mudahn pngajuan brg untuk cicil acc,5,2019-03-05
liat ulasan jelek semua jdi install uninstall lagi,1,2019-03-05
Barang yang kirim rusak semua jadi ngimana donk,1,2019-03-05
lumayan bunganya besar trs pembayaran bisa satu hrs semua coba bisa sendiri jdi pembayara numpuk,5,2019-03-05
aplikasi nga jelas tdk satupun pengajuan kredit setujui,1,2019-03-05
sangat membantu bagi kita yang boros susah menabung,5,2019-03-05
bisa diandalkan dan paling terbaik ari lainnya,5,2019-03-05
limit saya kok gak naik salam sukses shopintar tolong kasih tenor bulan,5,2019-03-05
keren saya kasih bintang dulu klo acc saya tambahin,4,2019-03-05
Semoga lebih ditingkatkan lagi untuk kerjasama dengan aplikasi lain seperti shopee dan lainnya,5,2019-03-05
Baru coba dan dapat limit 3jt semoga kedepannya ditingkatkan lagi,5,2019-03-05
Sulit mengajukan pinjaman atau kredit bingung apa masalahnya tanpa dijelaskan secara rinci Pokoknya nggak jelas,1,2019-03-05
ntuk pinjaman langsung proses Ini untuk percobaan kalo aplikasi tambah baik saya akan kasih bintang ,4,2019-03-05
shopintar kenapa skrg untuk isi saldo dana gak ada yaa tolong dong perbaiki,3,2019-03-05
Lumayan bagus aplikasinya dpt pinjaman belanja satu juta baru pasang aplikasinya,5,2019-03-05
admin kalo bisa tenor pembayaran naiki juga atas nama sylvia monita shopintar memang best,5,2019-03-05
good sangat bagus aplikasi ini sangat membantu trimakasih shopintar,5,2019-03-05
mantap asal jng tlfnin mulu saya juga gak pernah telat,5,2019-03-05
mantaap aplikasinya bunga rendah dan gak ribet,5,2019-03-05
bagus langsung acc sih tpi sangat disayangkan telat itungan jam aja langsung bekukan limitnya,4,2019-03-05
aplikasi sangat membntu saya semoga semakin baik kedepannya biar saling merugikn ,5,2019-03-05
mantap langsung cair pengajuan pembayaran jamin lancar bos terimagajih,5,2019-03-05
Limit saya kok ngk pernah naikin kalau sudah naikin baru bintang mantul terus Shopintar,4,2019-03-05
mudah lebih profesional dan lebih bagus dari cicilan online lain,3,2019-03-05
Sangat membantu Trims Shopintar smoga limit bisa naik yaa,5,2019-03-05
semoga lbih baik dlm melayani pelanggan dan semakin maju,5,2019-03-05
mau mencoba klo berhasil saya share disini,5,2019-03-05
pembayaran lewat aplikasi oku bisa ngga min,5,2019-03-05
sya kasih bintng dlu nanti sya tambah klo sya puas,2,2019-03-05
aplikasi gmpang pngajuan kredit mudah dan aman produknya original,5,2019-03-05
gimana neh udah hari mengajukan cicilan data udah lengkap masih juga ditunda hadeeh,1,2019-03-05
pendaftaran cepat proses pengajuan cepat dan aman recomendet aplikasi best keep good work thx,5,2019-03-05
semoga tetap seperti ini yah shopintar bunganya jangan mahal biar para konsumen merasa puas,4,2019-03-05
aplikasi ini sangat membatu saat tidak punya uang,5,2019-03-05
bisa bantu untuk pengajuannya saya kasih bintang ,2,2019-03-05
pesanan sya ghemana ktanya mau dihungi lgu untuk informasi pilih warna janji smlm tunggu,2,2019-03-05
mohon dibantu knp pas masukin rekening ggal pdhl itu rekening sendiri dan bnr nmrnya,2,2019-03-05
krn kesalahan data masukkan pengajuan ditolak utk ngajuin nunggu brp lama,1,2019-03-05
sangatt membantu sekalii terimakasiih atas kepercayaan ngga ribet jugaa pengajuan harus ini itu cukup ktp,5,2019-03-05
aplikasi sangat membantu cara penagihan ramah tidak pakai marah,4,2019-03-05
semoga cepet acc lagi butuh buat biaya kuliah,3,2019-03-05
iperbarui makin kacau Masa cicilan bulan enggak ada Langsung cuma 1bln,2,2019-03-05
Tolong kasih tau cara pembyrn soalnya sistem eror terus alfamrt atau atm bri,1,2019-03-05
telat seharii ajah limitt dibekukan pdahal aplikasi suka sush dibuka,4,2019-03-05
Pengajuan yang tertunda Maksudnya bagaimana Apakah saya pedagang pulsa tdk bisa mengajukan,1,2019-03-05
good aplikasi sangat membantu untuk segala kebutuhan kita sukses terus shopintar,5,2019-03-05
mantav kantong gue lancar jadinya bahagiain bini ngebantu,5,2019-03-04
semoga acc lagi butuh biyaya mendesak nih,5,2019-03-04
shopii pintar eror sdh mendaftar pasti tertulis sername atau pasport salah Error mungkin ini aplikasinya,1,2019-03-04
tingkatkan pelayanan agar nasabah tidak kecewa oke,4,2019-03-04
mantab ini aplikasi sangat membantu klo bisa mau kasih bintang,5,2019-03-04
aplikasi membantu cicilan tanpa kartu kredit mana lagi selain shopintar,5,2019-03-04
isi data sampai rek udah klik lanjutkan selalu error padahal sangat berharap,1,2019-03-04
maaf shopintar tdk merasa bertransaksi tiba muncul tagihan ,1,2019-03-04
bagus bisa bantu usaha saya makasih shopintar,5,2019-03-04
udah trnsaksi pulsa masuk blm ada pngmbalian dana pdhl sdh bbrp hari gmna sih,2,2019-03-04
data sayah udah benar limit nyah acc sih udah minggu lebih,2,2019-03-04
mao beli ovo dan gopay kok bisa ganti nomor ini shopintar kenapa,2,2019-03-04
kecewa bngt uda isi data ada jawabannya,1,2019-03-04
lumayan membantu kita tidak punya kartu kredit,5,2019-03-04
gimana ini mau bayar mulai tgl gangguan teruuss kasih solusi shopintar,5,2019-03-04
kagak jelas susah amat pas pengajuan kredit gagal teruuss,1,2019-03-04
blm juga jatuh tempo tlp trus bikin risih menggangu klo waktunya juga bayar ,3,2019-03-04
verifikasi wajah gagal terus padahal wifi ngebut payahh,1,2019-03-04
min pesanan saya blum datang blum tau kirim atau tidak udah ada tagihan,5,2019-03-04
mksh shopintar udah berikan kesempatan buat proses pengajuannya sukses sll,4,2019-03-04
kok blm acc kan udah terdaftar member,3,2019-03-04
sangat membantu untuk dana sedang butuhkan proses tidak lama,5,2019-03-04
 saya mau cicilan hape uang muka gede dan jangka cuma ada bulan doang,3,2019-03-04
 bintang dulu soalx bru mau instal nih,3,2019-03-04
susah banget transaksi next selanjutnya app lambat,1,2019-03-04
jangan pakai aplikasi ini ribet untuk pembayarannya,1,2019-03-04
 kasih kredit limit cuma 1jt pdhl kbutuhannya lebih msih kurang banyak,2,2019-03-04
maaf ini daftar nyaa pake wifi yaah,5,2019-03-04
buang waktu guna ngapain ada sms kalo bisa mengajukan,1,2019-03-04
aplikasi Sangat bagus cepet cair Terima kasih sophintar,5,2019-03-04
respon secepat kilat acc nga pakai lama,5,2019-03-04
saya kasih bintang dulu kalo nanti acc baru saya kasih bintang Terimakasih,5,2019-03-04
 usah pake ribet donk niat nyicil dipersulit saya ada rek bank sesuai terdaftar shopintar,2,2019-03-04
luar biasa Aplikasi Shopintar sukses selalu kedepannya deh,5,2019-03-04
mau ngajuin persyaratan sudah isi malah tolak nunggu lagi bulan depan aplikasi bermutu,1,2019-03-04
mudah prngajuan saya ACC dgn shopintar makasih,5,2019-03-04
Knp sya mau ajuin kredit bisa sich malah batalin Gimana nih,1,2019-03-04
Bad Connection terus bosku padahal speed unlimited 51Mbps gmana nih bosku,5,2019-03-04
Alhamdulillah sejauh ini cukup memuaskan pelayanan pengguna nya,4,2019-03-04
 susah banget kalau ajukan data padahal data sudah kirim,1,2019-03-04
semoga bisa membantu dgn adanya aplikasi shopintar,5,2019-03-04
setelah foto ktp kok malah bisa lanjut bingung setelah ulang berkali tetap mandet KTP,2,2019-03-04
 beri bintang mudah atas nama hendik smoga cpat acc,5,2019-03-04
ini gada gambar jdi ngehang gini tolong perbaiki admin,1,2019-03-03
baru pertama menggunakn shopintar langsung bisa ajuin pinjaman kredit thanks shopintar like this,5,2019-03-03
mbak cara pembayarannya kaya gimana mohon penjelasan mbak,5,2019-03-03
aplikasi paan tau masuk susah bgt gmn,1,2019-03-03
Goo saya Terbantu bgd dgn adanya shopintar,5,2019-03-03
aneh acc padahal aplikasi kredivo akulaku tunaiku pada acc data real masih acc ,1,2019-03-03
terima kasih shopintar sudah memberi limit 3jt semoga proses pinjaman saya dipermudah,5,2019-03-03
kenapa saya tolak teruss kendalanya dimana Tolong bantu dong,1,2019-03-03
hebat sangat membantu bunga kecil jangka waktu 1bln shopinter,5,2019-03-03
moga acc pengajuan dua klo ngga kbangetan,5,2019-03-03
PENAGIHAN kurang sopan nada bicaranya kapok pake shopintar,1,2019-03-03
tlong buka blilokiran limit pinjaman saya soalnya angsuran sudah bayar,5,2019-03-03
Good point Shopintar Solusi keuangan kami Thanks Shopintar,5,2019-03-03
tampilanya kok hurufnya kecil bngt bisa klik,2,2019-03-03
lebih bagus lagi fitur pembayaran ditambah misalnya pembayaran dengan kartu kredit,5,2019-03-03
saya kasih 3dulu deh kalo udah acc baru saya tambh,3,2019-03-03
belum Saya coba kali ini aku siapa tau dilayanin dengan baik,5,2019-03-03
kasih dulu iya kalo acc tambahin lagi bintangnya kalo cair bakal jadi langganan,4,2019-03-03
 buat oshop pengajuan saya setujui jadi saya kasih bintang lima sekaligus maju terus buat oshop,5,2019-03-03
Apl gak bisa buka cuma layar putih aka padahal pingin nyobain,5,2019-03-03
keren sangat membantu dan puas bgt deh shopintar,5,2019-03-03
bayar pinjaman bisa lewat indomaret atau alfamart terus apakah bisa batalin kredit pinjamam nya,1,2019-03-03
maaf saya mau tanya apa masih bisa kridit saya prnah ber masalah dengan FIF,2,2019-03-03
ahh gak jadi download komentarnya mantab soalnya,2,2019-03-03
pinjam uang sama kredit langsung acc padahal cuma modal KTP Thanks shopintar,5,2019-03-03
mantab untuk pengajuan kredit barang langsung acc dalam hari barang sudah dikirim,5,2019-03-03
aplikasi bagus dan mantab mudah proses acc packing kiriman baik dan cepat,5,2019-03-03
kok saya mau mengajukan malah sudah terdaftar sih padahal belum daftar sama sekali,2,2019-03-03
untuk bunganya turunin lagi biar gak kalah kayak aplikasi sebelah selebihnya oke,5,2019-03-03
pengajuan gagal pdhl sudah mengikuti instruksi nya,3,2019-03-03
Sistem pembayarannya menumpuk yang harusnya bulan jadi tidak bulan bunga tetap kena bulan,1,2019-03-03
terima kasih atas kepercayaannya mantab belanja jdi mudah,5,2019-03-03
verifikasi terakhir pas rekening gagal trs knp,3,2019-03-03
mmang aplikasi terbaik asal kita jujur dan benar isi file bisa lgsung cair hitungan mnit,5,2019-03-03
daftar ribet buat ojol nga kaya akulaku,1,2019-03-03
memudahkan untuk transaksi perkeriditan barang butuhkan untung terus dan cepat proses nya,1,2019-03-03
pendaftaran susah sudah unintal aja habisin paket data aja utk download,1,2019-03-03
harga tidak sesuai kemaren saja saya beli toko cuma 8rb shopintar 65rb,1,2019-03-03
mantap pisan rekomen bgt buat ingin punya barang impian,5,2019-03-03
makasih shopintar mudahn awet barang aplikasi plng top,5,2019-03-03
susah bngt gabisa poto ktp udh loadong lama,1,2019-03-03
udah berkali kali ajukan kredit tapi tetap gak bisa,3,2019-03-03
mudah mudahan proses kredit pinjaman kalo proses turun bintang ,5,2019-03-03
proses pinjamannya gak ribet tempo panjang suka bgt aplikasinya,5,2019-03-03
bintang ajalah berkali ngajuin tolak trs mendingan apl tetangga ribet ditolak,1,2019-03-03
sudah tiga bulan mengajukan masih belum acc,1,2019-03-03
Alhamdulillah setelah bbrapa kali daftar sekarang acc dpat limit shopintar semoga makin suxes,5,2019-03-03
aplikasi membantu utk keperluan brg dan kebutuhan hidup,5,2019-03-03
coba berhasil klo berhasil saya kasih bintang klo bisa,3,2019-03-03
saya kasih bintang dulu soalny buat biaya moga acc ,4,2019-03-03
Semoga dapat bekerjasama untuk menunjang usaha bersama,5,2019-03-03
saya udah kredit udah jangka hari belum pick mohon bantu,3,2019-03-03
smoga acc trima ksh shopintar semoga sukses selalu,5,2019-03-03
cara kredit gimna lewat shopintar gimna sis tlong dibantu yah soalx bru mau pke shopintar,5,2019-03-03
aplikasi paling nggak jelas mail datang tiap hari pengajuannya tertunda terus jangan PHP minta,1,2019-03-03
kenapa kode voucher tidak bisa digunakan sudah pakai tetap tidak bisa,2,2019-03-03
coba dulu nanti bagus saya kasih bintang5,3,2019-03-03
udah selesai gisi data kok malah gak bisa lanjutkan tolong bantu min,2,2019-03-03
Baru ajukan limit saya coba jika bagus kedepannya saya akan rekomendasikan rekan lain ,3,2019-03-03
kak aku baru download tpi pas dibuka layarnya putih aja kenapa ,1,2019-03-03
saya sudag daptar berulang kali tapi gagal terus mohon bantuan nya,1,2019-03-03
kenapa bisa buka apk cuma stak awal doang min,1,2019-03-03
bagusbsih klo benar tapi udh mengajukan tanggapi,5,2019-03-03
mantaabb tuk harga pulsa smua murah meriah makasih byk shoppintar,5,2019-03-03
Makasih shopintar Sdah dua kali acc dengan modal KTP sja,5,2019-03-03
semoga pengajuan diacc shopintar adalah kredit cuma pakek jaminan ktp mohon pengajuan saya dacc,4,2019-03-03
klw sudah tolak pengajuan gmn apa data akan kembalikan apa bisa jamin kerahasiaannya,1,2019-03-03
omisili luar jabodetabek gak bisa Mohon dijawab,3,2019-03-02
saya kasih dlu deh tar klo pengajuan ulang trima bru ksh lima bintang,3,2019-03-02
ngebantu banget ini Akhirnya saya bisa punya printer saya mau dengan nyicil shopintar,4,2019-03-02
saya sudah masukan data bank tapi kenapa tidak bisa dipencet lanjutkan tolong dibantu dong,2,2019-03-02
kata bisa credit brang tpi sya coba tolak trus,2,2019-03-02
udh unstal donload tetep aja harus melengkpi data capee asu,5,2019-03-02
 mantap tapi masih bingung cara mau kredit nya,5,2019-03-02
 Baru punya ini mau lihat baru kasih bintang lima,4,2019-03-02
Pinjam ana shoppintar sudah jln smg bisa dpt pinjaman nanti dsaat butuh Thank shoppintar,5,2019-03-02
Mantap bisa pinjam bisa belanja pass banget pake ribet semoga makasin sukses,5,2019-03-02
saya tidak bisa mendaftar tekan lanjut tidak bisa mohon penjelasannya,1,2019-03-02
makasih udah acc buat saldo belanja shopintar good smga tambah sukses,4,2019-03-02
aplikasi penipu jangan download jangan sampai kalian menjadi korban seperti saya,1,2019-03-02
belum gunakan untuk belanja sih tapi mudahan bermanfaat,4,2019-03-02
kenpa susah masuk padahal sama password udah bener,4,2019-03-02
Kasih bintang moga bisa naik lagi limit nya,5,2019-03-02
sangat membantu saya coba dulu kalau bagus saya tambah bintang,4,2019-03-02
haris pake kartu kredit juga ngak jelas,2,2019-03-02
sangat membantu semoga limit pinjaman bisa naik,5,2019-03-02
coba bintang dulu kalo acc saya tambahin lagi,3,2019-03-02
maaf mau nanya kalau mau kredit gmn cara shopintar bisa kredit kan ,4,2019-03-02
Saya sudah mengajukan kali selalu ditolak Syaratnya emang bagaimana kah,5,2019-03-02
Baru mengajukan pinjaman tadi sms uang akan cair dlm jam,5,2019-03-02
sangat memuaskan tidak ada aplikasi secepat dan sebaik ini,5,2019-03-02
Limitnya 4jt padahal sblm daftar pengajuan limitnya 6jt tpi gapapa sih,5,2019-03-02
good tapi sayang limitx tetap gak bisa nambah,4,2019-03-02
ari review aja bagus tolong jng iklan email ,1,2019-03-02
saya sudah isi data lengkap tpi pas mengajukam kok tidak bisa yah mohon bantuannya,1,2019-03-02
tolong atas nama saya hapus pengajuan saya tekan kembali masa langsung otomatis pengajuan nya,1,2019-03-02
tolong atas nama saya dibatalkan pinjaman saya tekan kembali ehh malah buat telah diajuin,1,2019-03-02
saya mau daftar kenapa gagal terus padahal internet lancar,3,2019-03-02
untuk peminjaman uang oke tapi pengiriman barang belum tau jadi dlu bintang nya,4,2019-03-02
 bisa unggah informasi konekso error katanya padahal koneksi internet bagus pake wifi paham,2,2019-03-02
saya beli produk dana bagaimana mengambilnya dari cimb niaga pemabayaran sudah saya selasaikan,5,2019-03-02
appk bohong sudah buktikan klw pun bisa harga jadi selangit bagus beli cas aja,1,2019-03-02
kenapa ngajuin kredit tolak terus smpek loh ini parah,1,2019-03-02
selama saya menggunakan aplikasi ini tdk pernah mengecewakan,5,2019-03-02
 ribet mudahan limit dan tenornya bisa nambah hehehehe,5,2019-03-02
kenapa saya tidak bisa mengungah informasi tolong dong min,1,2019-03-02
tolong dong kasih penjelasan kenapa tolak biar jelas dan bisa perbaharui,2,2019-03-02
shopintar sangat membantu saya baru prtama pngajuan langsung cair 1jt makasih udh membantu saya,5,2019-03-02
 saya bisa ngajuin sih tolak trus atas nama guntur lesmana,1,2019-03-02
 bisa ngajuin yang juta gagal terus alesan koneksi lah,1,2019-03-02
respon cepat dan mentap satu saran kalau bisa kreditnya diperkecil Trimakasih Shopintar,5,2019-03-02
apknya mantull bingitt limit aku nambh terus trimaksh shopintar,5,2019-03-02
mau ajuin aja susah katany sinyal jelek apaan orang sinyal cakep parah,1,2019-03-02
aplikasi ini sangat bagus dan sangat membantu jika ada keluhan cepat tanggapi oleh adminya,5,2019-03-02
Aku sdh melakukan pengajuan lebih dari knpa tetap pengajuan ditolak,1,2019-03-02
saya mau nyari onderdil king kok nggak ada yaa masih belum lengkap,1,2019-03-02
shopintar sangat membantu tapi kok kredit saya malah turun kan saya bayar tepat waktu,5,2019-03-02
membantu kebutuhan ekonomi menengah kebawah dan semua produknya kwalitas terbaik dan cicilannya bunganya sedikit,5,2019-03-02
kenapa aplikasi bisa dibuka saya mau bayar cicilan,4,2019-03-02
saya suka aplikasi ini pinjam uang sll disetujui gak kredit kenapa hihi,5,2019-03-02
aplikasi yang membantu bagi yang membutuhkan pinjaman,4,2019-03-02
tolong untuk pembayarannya bisa via alfa atau indomaret gitu,5,2019-03-02
update truuss tpi abis itu app bisa buka,1,2019-03-01
proses sangat cepat tidak mengecewakan terimksi shopintar,5,2019-03-01
saya pesan barang padahal barangnya belom sampai kenapa aplikasi keterangan barang sudah terima,3,2019-03-01
Bunganya gede bgt Nyesel kalo kredit pke aplikasi ini,1,2019-03-01
kok seminggu ini gak bisa dibuka sih email gak ada balasan,2,2019-03-01
aplikasi bangsat msukkan rek gagal tfk ada sinyal kepala otak kau sinyal,1,2019-03-01
walau bunga lumayan tak apa yang penting proses gampang lancar mantab,5,2019-03-01
apk usah pakai berapa pengjuan gagal terus kalo ada MOAL mending TTP nyuri ATA doang,1,2019-03-01
katanya selangit ujung harus beli kes hedeh nga mutu aplikasi,1,2019-03-01
apakah aplikasi shopintar bukan bohongan atw sekedar penipuan,5,2019-03-01
rekomendasi saya mohon bantu saya kasi bintang ,5,2019-03-01
mantap banget deh aplikasi shopintar ini smoga makin sukses,5,2019-03-01
barang yang ditawarkan dengan cicilan itu sangat mahal lebih baik apl lain,1,2019-03-01
mudahan bisa bantu apa akan saya belanja,5,2019-03-01
saya mau nyicil barang kok tolak muluu yaa,3,2019-03-01
